id,address,tokenId,amountBatch,seller,vault,sold,startTime,endTime,cancelled,isAuction,isFlashAuction,isAntisnipe,maxBid,maxBidder,maxOffer,maxOfferer,amount,amountRemaining,desiredAmountRemaining,complete,price,isERC721,isNSFW,version,nextMinimum,donationAddress,donationPercentage,custom1,custom2,custom3,custom4,custom5,custom6,custom7,custom8,userSupplyValid,minBid,minOffer,subgraphIndex,approvalState,contentVerified,isFNFT,nft.lastSellPrice,nft.lastSellId,nft.isNSFW,nft.address,nft.mintOrder,nft.createdTimestamp,nft.isERC721,nft.creator,nft.owner,nft.num,nft.onSale,nft.saleId,nft.price,nft.custom1,nft.custom2,nft.custom3,nft.custom4,nft.custom5,nft.custom6,nft.custom7,nft.custom8,nft.isTransferable,nft.isTracked,nft.contentVerified,nft.approvalState,nft.isFNFT,number,image,Batch,Type,Rank,Total Score,Rarity Score / FTM
310009,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,53,1,0xeeb072ecbe68bd123888a60cafd4c8c4fa02c65b,,True,1661713638,2022-08-29,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,70.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,0,approve,True,True,70000000000000000000,310009,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,52,1660832832,True,0xb73d876f53b667e1d7e397f300c524f2da783c63,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,1,False,-1,0,,,,,,,,,True,True,True,approve,True,53,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/53.png width=""100"">",Treasure,Treasure,1382.0,115.43867754465128,1.6491239649235898
310043,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,50,1,0xd3d20f2d89922311f87cd954691102f475833770,,True,1661723709,2022-08-30,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,150.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,1,approve,True,True,150000000000000000000,310043,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,49,1660832580,True,0xb73d876f53b667e1d7e397f300c524f2da783c63,0x5c37bd94ecc43fe09b86374c6ecb8a9844ef9ee2,1,False,-1,0,,,,,,,,,True,True,True,approve,True,50,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/50.png width=""100"">",Treasure,Treasure,1164.0,129.39909779257675,0.8626606519505117
311273,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,375,1,0x7d83ce58640e0c0e5613066c27425b32b6bc99e1,0xd06d2d8c7265707acd6af09580df820d5f87484b,True,1662111440,2022-09-06,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,50.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,2,approve,True,True,50000000000000000000,311273,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,374,1662062985,True,0x7d83ce58640e0c0e5613066c27425b32b6bc99e1,0x056d952f9273b2c10a473cd8088bdfa355b10b6d,1,False,-1,0,,,,,,,,,True,True,True,approve,True,375,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/375.png width=""100"">",1,Common,1230.0,125.6776176655353,2.513552353310706
313826,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,367,1,0x7d83ce58640e0c0e5613066c27425b32b6bc99e1,0xd06d2d8c7265707acd6af09580df820d5f87484b,True,1662652413,2022-09-09,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,55.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,3,approve,True,True,55000000000000000000,313826,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,366,1662062190,True,0xfa7c11e9e2d4fcd0f4646515a17289f5892a40b7,0x056d952f9273b2c10a473cd8088bdfa355b10b6d,1,False,-1,0,,,,,,,,,True,True,True,approve,True,367,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/367.png width=""100"">",1,Common,373.0,185.08081419505027,3.3651057126372774
311244,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,393,1,0x3d4cff1911d70a5810afa4967b87c65dc20d2f3a,,True,1662076068,2022-09-11,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,60.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,4,approve,True,True,60000000000000000000,311244,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,392,1662066708,True,0x3d4cff1911d70a5810afa4967b87c65dc20d2f3a,0x7d374fe73fd8358a93c53e978477f7ba4129be0c,1,False,-1,0,,,,,,,,,True,True,True,approve,True,393,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/393.png width=""100"">",1,Common,988.0,138.6542092356022,2.3109034872600365
311465,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,162,1,0xd3d20f2d89922311f87cd954691102f475833770,,True,1662213982,2022-09-16,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,68.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,5,approve,True,True,68000000000000000000,311465,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,161,1661528406,True,0x28a173026fa5b1c8efbac54f289cf37280610cc6,0x6ffbb6c376d0cf590289671d652ae92213614828,1,False,-1,0,,,,,,,,,True,True,True,approve,True,162,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/162.png width=""100"">",1,Common,1415.0,112.0344462770518,1.6475653864272324
315646,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,478,1,0x1fd8877d83cc870fad1202b7df9c0d8755fc4c83,0x08928fce87e8c44bb8f5b42beb64e849b73eac41,True,1663295516,2022-09-16,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,70.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,6,approve,True,True,70000000000000000000,315646,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,477,1662838067,True,0xfa7c11e9e2d4fcd0f4646515a17289f5892a40b7,0x0e4f4048cc41159a871def77fc7e9de5d4b0d8e7,1,False,-1,0,,,,,,,,,True,True,True,approve,True,478,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/478.png width=""100"">",2,Common,961.0,140.4898336700296,2.0069976238575657
311463,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,399,1,0xe66b9c6b6363195e75f806bf5519e578f02114ce,,True,1662213408,2022-09-16,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,71.84,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,7,approve,True,True,71840000000000000000,311463,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,398,1662067224,True,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,0x4476adbc2baba6b54c8e510981fa9ecd26be3f73,1,False,-1,0,,,,,,,,,True,True,True,approve,True,399,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/399.png width=""100"">",1,Common,1496.0,92.11844889503683,1.28227239553225
314438,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,160,1,0x1467e4395f401e72877a46eded3de6bfd714c572,0xed15032b0d66de7d19756566f84216faa0d533ff,True,1662867573,2022-09-16,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,70.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,8,approve,True,True,70000000000000000000,314438,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,159,1661528262,True,0x1467e4395f401e72877a46eded3de6bfd714c572,0x11e5ad5a9c35c362d60a103b546384d9aef007cd,1,False,-1,0,,,,,,,,,True,True,True,approve,True,160,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/160.png width=""100"">",1,Common,753.0,152.87991415757082,2.1839987736795834
311245,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,392,1,0x3d4cff1911d70a5810afa4967b87c65dc20d2f3a,,True,1662076210,2022-09-16,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,60.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,9,approve,True,True,60000000000000000000,311245,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,391,1662066708,True,0x3d4cff1911d70a5810afa4967b87c65dc20d2f3a,0x11e5ad5a9c35c362d60a103b546384d9aef007cd,1,False,-1,0,,,,,,,,,True,True,True,approve,True,392,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/392.png width=""100"">",1,Common,1263.0,123.71116283606882,2.0618527139344804
318694,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,179,1,0x5eae6c797ac561cb68cd7a972963069122138157,0xb7943e38de0b4c7df5364771696f63b5dc154e4c,True,1664221468,2022-09-30,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,54.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,10,approve,True,True,54000000000000000000,318694,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,178,1661528932,True,0xfa7c11e9e2d4fcd0f4646515a17289f5892a40b7,0xa6ff54932ce4604ec7be13125a14833a241eff8b,1,False,-1,0,,,,,,,,,True,True,True,approve,True,179,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/179.png width=""100"">",1,Common,1042.0,135.75308939015258,2.5139460998176406
318734,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,326,1,0x61d7ece32854caf46c6304fd536704eacd4da256,0x39cde18777f6bacffeecee4288d3df04414780be,True,1664261660,2022-10-01,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,60.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,11,approve,True,True,60000000000000000000,318734,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,325,1661897177,True,0x61d7ece32854caf46c6304fd536704eacd4da256,0xf8a11b6792878ac820abfc0c26ba585e9b3745e3,1,False,-1,0,,,,,,,,,True,True,True,approve,True,326,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/326.png width=""100"">",1,Common,917.0,143.59690298547488,2.3932817164245814
316396,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,627,1,0xe66b9c6b6363195e75f806bf5519e578f02114ce,,True,1663422060,2022-10-01,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,94.65,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,12,approve,True,True,94650000000000000000,316396,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,626,1663163754,True,0xdec41fca69d372f85ae1846b6ee347bee2529757,0xf8a11b6792878ac820abfc0c26ba585e9b3745e3,1,False,-1,0,,,,,,,,,True,True,True,approve,True,627,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/627.png width=""100"">",2,Common,487.0,173.41835250588335,1.8322065769242826
318495,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,136,1,0x66062a6bcf4a0ab22be1da084684947cb6506ab6,0xccb77bff6c7418d8abe23832b41bde80b22d306e,True,1664142298,2022-10-02,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,55.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,13,approve,True,True,55000000000000000000,318495,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,135,1661526725,True,0xfa7c11e9e2d4fcd0f4646515a17289f5892a40b7,0x6e868846b2182235c16fd122fcd44739e55a58e4,1,False,-1,0,,,,,,,,,True,True,True,approve,True,136,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/136.png width=""100"">",1,Common,1087.0,133.46417556007472,2.4266213738195406
319341,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,643,1,0xb7ee483080b3b1a82e24b3c80d94c5c1f536fdb7,0xec8ce9e7fadae3b62061893cfe54318720a1cafa,True,1664459190,2022-10-02,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,71.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,14,approve,True,True,71000000000000000000,319341,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,642,1663319485,True,0xb7ee483080b3b1a82e24b3c80d94c5c1f536fdb7,0x6e868846b2182235c16fd122fcd44739e55a58e4,1,False,-1,0,,,,,,,,,True,True,True,approve,True,643,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/643.png width=""100"">",2,Common,1095.0,132.955330721496,1.8726102918520564
318496,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,566,1,0xc3337be50dc668a868cde1de2978fbfd98428b72,,True,1664142415,2022-10-02,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,55.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,15,approve,True,True,55000000000000000000,318496,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,565,1662846074,True,0xfa7c11e9e2d4fcd0f4646515a17289f5892a40b7,0xba00694692267ed0b5154d48fcb4d435d0b24d3f,1,False,-1,0,,,,,,,,,True,True,True,approve,True,566,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/566.png width=""100"">",2,Common,1419.0,111.66072253053844,2.030194955100699
319829,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,555,1,0x5ca642d0138f8fa36f4ec6311190825392246ada,,True,1664725947,2022-10-02,False,False,False,False,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,76.54,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,16,approve,True,True,76540000000000000000,319829,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,554,1662844796,True,0x5ca642d0138f8fa36f4ec6311190825392246ada,0x91600d9248e62bb225c9dc980a2c315f93ff546a,1,False,-1,0,,,,,,,,,True,True,True,approve,True,555,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/555.png width=""100"">",2,Common,289.0,195.58973005530743,2.55539234459508
320032,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,545,1,0xf46d9287207fce4dc6cbd530905307840f01e51b,,True,1664824149,2022-10-04,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,55.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,17,approve,True,True,55000000000000000000,320032,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,544,1662843196,True,0xfa7c11e9e2d4fcd0f4646515a17289f5892a40b7,0x056d952f9273b2c10a473cd8088bdfa355b10b6d,1,False,-1,0,,,,,,,,,True,True,True,approve,True,545,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/545.png width=""100"">",2,Common,537.0,169.44297039915872,3.0807812799847043
320598,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,30,1,0xd142ab6d8e7b3c7b2efbda250158cfa2b8680d63,,True,1664972945,2022-10-05,False,False,False,False,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,69.54,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,18,approve,True,True,69540000000000000000,320598,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,29,1660832330,True,0xb73d876f53b667e1d7e397f300c524f2da783c63,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,1,False,-1,0,,,,,,,,,True,True,True,approve,True,30,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/30.png width=""100"">",Treasure,Treasure,208.0,210.34555991185877,3.0248139187785266
320600,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,239,1,0xd142ab6d8e7b3c7b2efbda250158cfa2b8680d63,,True,1664973033,2022-10-05,False,False,False,False,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,76.54,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,19,approve,True,True,76540000000000000000,320600,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,238,1661538289,True,0xd142ab6d8e7b3c7b2efbda250158cfa2b8680d63,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,1,False,-1,0,,,,,,,,,True,True,True,approve,True,239,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/239.png width=""100"">",1,Common,104.0,239.86557427074536,3.133859083756798
320594,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,43,1,0xd142ab6d8e7b3c7b2efbda250158cfa2b8680d63,,True,1664972581,2022-10-06,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,60.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,20,approve,True,True,60000000000000000000,320594,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,42,1660832580,True,0xb73d876f53b667e1d7e397f300c524f2da783c63,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,1,False,-1,0,,,,,,,,,True,True,True,approve,True,43,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/43.png width=""100"">",Treasure,Treasure,360.0,185.84256212279027,3.097376035379838
320595,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,41,1,0xd142ab6d8e7b3c7b2efbda250158cfa2b8680d63,0x7edad997bdea1969f3d89f8629872b5a3dca1e79,True,1664972724,2022-10-06,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,55.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,21,approve,True,True,55000000000000000000,320595,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,40,1660832580,True,0xb73d876f53b667e1d7e397f300c524f2da783c63,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,1,False,-1,0,,,,,,,,,True,True,True,approve,True,41,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/41.png width=""100"">",Treasure,Treasure,1190.0,128.00532881378038,2.327369614796007
320599,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,21,1,0xd142ab6d8e7b3c7b2efbda250158cfa2b8680d63,0x7edad997bdea1969f3d89f8629872b5a3dca1e79,True,1664972994,2022-10-06,False,False,False,True,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,55.0,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,22,approve,True,True,55000000000000000000,320599,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,20,1660832330,True,0xb73d876f53b667e1d7e397f300c524f2da783c63,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,1,False,-1,0,,,,,,,,,True,True,True,approve,True,21,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/21.png width=""100"">",Treasure,Treasure,1447.0,107.14528269757372,1.948096049046795
321119,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,26,1,0x00ab97c782c661fb3d08c96dce06176938101211,,True,1665292528,2022-10-09,False,False,False,False,0,0x0000000000000000000000000000000000000000,0,0x0000000000000000000000000000000000000000,1,0,0,True,69.54,True,False,3,0,0x0000000000000000000000000000000000000000,0,,,,,,,,,True,1,1,23,approve,True,True,69540000000000000000,321119,False,0xb75b8dac018f36cdc1e16042bb598c99885ecbf9,25,1660832330,True,0xb73d876f53b667e1d7e397f300c524f2da783c63,0x283490755e5d7a65c3f4c79320b184ef6bac8b8e,1,False,-1,0,,,,,,,,,True,True,True,approve,True,26,"<img src=https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/26.png width=""100"">",Treasure,Treasure,173.0,218.39773995226105,3.1406059814820395
